Insee code,Postal code,City Name,Department,Population,Number of Building Permit,Building Score,Building class,GrandParisExpress Score,B/GPE Class,GeoPoint
78383,78310,MAUREPAS,YVELINES,18.8,1048,1.6672010768327732,1,-0.9030822825091914,0,"48.7698393561,1.92404037065"
91027,91200,ATHIS-MONS,ESSONNE,30.6,791,0.16557508855428818,2,-0.31760913466827073,2,"48.7092445775,2.38660492325"
94080,94300,VINCENNES,VAL-DE-MARNE,48.7,595,-0.5191607584432597,0,-0.16289738116661215,2,"48.8473732045,2.43798650741"
95218,95610,ERAGNY,VAL-D'OISE,16.7,181,-0.5884447889275476,0,-0.9031132203031196,2,"49.0204587496,2.10136635847"
77294,77290,MITRY-MORY,SEINE-ET-MARNE,18.5,138,-0.7581650714352571,0,-0.6242633343750446,2,"48.9779450158,2.61244465751"
93007,93150,LE BLANC-MESNIL,SEINE-SAINT-DENIS,51.1,3896,2.696814262175767,1,1.7835261913774378,3,"48.9395475536,2.46112148528"
77479,77360,VAIRES-SUR-MARNE,SEINE-ET-MARNE,12.0,440,0.7089126659193542,2,-0.7548290801538654,2,"48.8697812117,2.63565952774"
95280,95190,GOUSSAINVILLE,VAL-D'OISE,31.0,302,-0.6435162945872106,0,-0.6907238567707226,2,"49.024343017,2.46619848866"
75103,75003,PARIS-3E-ARRONDISSEMENT,PARIS,35.7,103,-0.987932370954475,0,0.05924093866702934,1,"48.8630541318,2.35936105897"
91691,91330,YERRES,ESSONNE,28.9,101,-0.9573093775900468,0,-0.8608009775827907,2,"48.7157210712,2.49273020271"
91174,91100,CORBEIL-ESSONNES,ESSONNE,42.5,311,-0.7652883015374562,0,-0.9030165331242341,2,"48.6034809251,2.46934079002"
75114,75014,PARIS-14E-ARRONDISSEMENT,PARIS,137.2,894,-0.8055532625364957,0,0.9360907337851767,1,"48.8289932116,2.32710088326"
91471,91400,ORSAY,ESSONNE,16.2,286,-0.24607734261365813,0,0.2170672749459772,1,"48.7004093953,2.18737051177"
91589,91600,SAVIGNY-SUR-ORGE,ESSONNE,37.1,1433,0.8072967366292618,2,-0.6531494624413933,2,"48.684228392,2.34873862215"
77053,77170,BRIE-COMTE-ROBERT,SEINE-ET-MARNE,16.2,79,-0.8879049257329513,0,-0.9027117280850141,2,"48.6920490316,2.6140606052"
77350,77330,OZOIR-LA-FERRIERE,SEINE-ET-MARNE,20.4,1368,2.2355100908043077,1,-0.9016303336367076,0,"48.7635612396,2.67962508199"
95428,95160,MONTMORENCY,VAL-D'OISE,21.4,19,-1.0882569034481793,0,-0.7531706708445268,2,"48.9918643363,2.32119797848"
95277,95500,GONESSE,VAL-D'OISE,26.4,617,0.04108207293366461,2,0.07511197762293105,2,"48.9864903049,2.4569899628"
91570,91240,SAINT-MICHEL-SUR-ORGE,ESSONNE,20.1,191,-0.6555438149415205,0,-0.8839527853676467,2,"48.6320496004,2.31170277845"
92007,92220,BAGNEUX,HAUTS-DE-SEINE,38.5,1795,1.209037937289871,1,1.8794920747199855,3,"48.7983229866,2.30989995212"
94034,94260,FRESNES,VAL-DE-MARNE,25.4,445,-0.252840006794265,0,0.7564686785797791,1,"48.7571343016,2.32612839743"
77468,77200,TORCY,SEINE-ET-MARNE,22.2,407,-0.21197057812175962,0,-0.8412899293170758,2,"48.8532553496,2.65123227423"
94067,94160,SAINT-MANDE,VAL-DE-MARNE,22.6,227,-0.6283311665083625,0,-0.2789622748921722,2,"48.842440243,2.4192191088"
95219,95120,ERMONT,VAL-D'OISE,27.6,187,-0.7925272704842335,0,-0.8015491597661578,2,"48.98824217,2.25662443737"
95563,95320,SAINT-LEU-LA-FORET,VAL-D'OISE,14.8,562,0.7745283501629162,2,-0.8860334170119649,2,"49.0202164812,2.24676044206"
93008,93000,BOBIGNY,SEINE-SAINT-DENIS,48.5,2453,1.4076445464940082,1,1.9069900495818914,3,"48.907688244,2.43863982727"
77284,77100,MEAUX,SEINE-ET-MARNE,49.6,1745,0.6343103847843072,2,-0.9035135597927775,2,"48.9570625667,2.90003097245"
95637,95490,VAUREAL,VAL-D'OISE,16.1,42,-1.0018188780431325,0,-0.9034997045697809,2,"49.0295073382,2.02446619061"
92032,92260,FONTENAY-AUX-ROSES,HAUTS-DE-SEINE,23.7,403,-0.2787318576976083,0,0.5471870279361181,1,"48.7897301312,2.28723493557"
94081,94400,VITRY-SUR-SEINE,VAL-DE-MARNE,85.4,1021,-0.532328851131074,0,1.9038998175037711,1,"48.7882828307,2.39412680533"
78362,78711,MANTES-LA-VILLE,YVELINES,18.9,213,-0.5667696450419977,0,-0.9035136626325794,2,"48.9747939435,1.71205571778"
93055,93500,PANTIN,SEINE-SAINT-DENIS,52.2,947,-0.2215931368890759,0,1.1219526293941617,1,"48.8983093876,2.40872147475"
93066,93200/93210,SAINT-DENIS,SEINE-SAINT-DENIS,105.7,2721,0.16020027893723984,2,1.8052147179313107,3,"48.9295650455,2.3592429975"
78029,78410,AUBERGENVILLE,YVELINES,12.1,219,-0.22373238184048388,0,-0.9035135260703725,2,"48.9626916321,1.84870251915"
93077,93250,VILLEMOMBLE,SEINE-SAINT-DENIS,28.0,664,0.05831462554617972,2,0.48341253407527074,1,"48.8848370021,2.50893406035"
94078,94190,VILLENEUVE-SAINT-GEORGES,VAL-DE-MARNE,31.0,549,-0.24329676117772173,0,-0.571687143179842,2,"48.7413809637,2.448998846"
95585,95200,SARCELLES,VAL-D'OISE,59.4,1544,0.1727877631958043,2,-0.6687914829095558,2,"48.9902250437,2.38160272749"
77152,77190,DAMMARIE-LES-LYS,SEINE-ET-MARNE,20.1,621,0.41902802238267634,2,-0.9035135421876094,2,"48.5138338655,2.62854374259"
91215,91860,EPINAY-SOUS-SENART,ESSONNE,12.4,2,-1.1247520099310002,0,-0.8966134153004776,2,"48.6871527113,2.51577225487"
77251,77127,LIEUSAINT,SEINE-ET-MARNE,10.4,285,0.2436412798796201,2,-0.9033366131922176,2,"48.6259910244,2.54994732668"
75115,75015,PARIS-15E-ARRONDISSEMENT,PARIS,236.5,441,-1.0391900944666683,0,0.37914291403907163,1,"48.8401554186,2.29355937244"
92077,92410,VILLE-D'AVRAY,HAUTS-DE-SEINE,10.7,78,-0.7666910944993937,0,-0.47249631739444536,2,"48.8215895592,2.17761311514"
77186,77300,FONTAINEBLEAU,SEINE-ET-MARNE,15.3,281,-0.21032901188970518,0,-0.903513662608583,2,"48.4066856508,2.68031396389"
77131,77120,COULOMMIERS,SEINE-ET-MARNE,14.2,301,-0.06811932703392526,2,-0.9035136627930859,2,"48.8122991656,3.09124381847"
93045,93260,LES LILAS,SEINE-SAINT-DENIS,22.4,57,-1.0050362343381867,0,0.2634555050502455,1,"48.8819208939,2.419667821"
94002,94140,ALFORTVILLE,VAL-DE-MARNE,44.3,1299,0.3400302657031728,2,1.0906095222328425,3,"48.7960843864,2.42124593241"
94060,94510,LA QUEUE-EN-BRIE,VAL-DE-MARNE,11.3,11,-1.083957174297312,0,-0.8206964042260094,2,"48.7775866104,2.58385577608"
92044,92300,LEVALLOIS-PERRET,HAUTS-DE-SEINE,63.4,832,-0.47368408459763445,0,1.420985474960468,1,"48.895071672,2.28688268127"
94068,94100/94210,SAINT-MAUR-DES-FOSSES,VAL-DE-MARNE,75.3,2631,0.6221942085014892,2,0.5215419841403585,3,"48.7990677797,2.49386450452"
94046,94700,MAISONS-ALFORT,VAL-DE-MARNE,52.6,170,-0.9705133495581633,0,0.8387709420128827,1,"48.8063923267,2.43818248906"
93001,93300,AUBERVILLIERS,SEINE-SAINT-DENIS,74.7,707,-0.6574506457392699,0,2.3661081784081603,1,"48.9121722626,2.38445513768"
78440,78130,LES MUREAUX,YVELINES,31.5,248,-0.7373921234299984,0,-0.903512873346511,2,"48.9888041078,1.91363448925"
93078,93420,VILLEPINTE,SEINE-SAINT-DENIS,35.7,1668,1.214026377840582,1,0.7297300522932383,3,"48.9590202538,2.53630634206"
91326,91260,JUVISY-SUR-ORGE,ESSONNE,14.3,875,1.9406596604414275,1,-0.5717687753434534,0,"48.6918789321,2.37393682594"
78165,78340,LES CLAYES-SOUS-BOIS,YVELINES,17.5,204,-0.5473154702980443,0,-0.8979898262691046,2,"48.8186406601,1.9840595554"
91645,91370,VERRIERES-LE-BUISSON,ESSONNE,15.5,178,-0.5560189458631631,0,-0.21050292986515007,2,"48.75044312,2.25171297214"
77296,77550,MOISSY-CRAMAYEL,SEINE-ET-MARNE,17.0,515,0.38881950678577126,2,-0.9034488833515545,2,"48.6285851533,2.5960231045"
78624,78510,TRIEL-SUR-SEINE,YVELINES,11.6,84,-0.76911922717977,0,-0.9034690734063411,2,"48.9780282513,2.00877051663"
77285,77350,LE MEE-SUR-SEINE,SEINE-ET-MARNE,20.5,78,-0.9417346456336458,0,-0.9035132583347,2,"48.5394588477,2.62902482677"
94071,94370,SUCY-EN-BRIE,VAL-DE-MARNE,25.9,289,-0.5723722978838125,0,-0.7285273638426356,2,"48.7656456593,2.5330560803"
95476,95520,OSNY,VAL-D'OISE,16.0,484,0.3866035104129692,2,-0.9034993422133899,2,"49.0676589923,2.06311678451"
95487,95340,PERSAN,VAL-D'OISE,10.4,106,-0.6208941145112395,0,-0.9034871621601956,2,"49.1497441715,2.26978393249"
93070,93400,SAINT-OUEN,SEINE-SAINT-DENIS,46.5,5536,4.847215494799306,3,3.4106512618581073,3,"48.909806575,2.33257042205"
77373,77340,PONTAULT-COMBAULT,SEINE-ET-MARNE,35.3,1309,0.7297824724101325,2,-0.8465830506680879,2,"48.7871411658,2.61407436985"
78190,78290,CROISSY-SUR-SEINE,YVELINES,10.1,252,0.12040943879326498,2,-0.7889744044059728,2,"48.8787825592,2.13541164589"
78242,78330,FONTENAY-LE-FLEURY,YVELINES,12.6,228,-0.22393003684256882,0,-0.8174295766183444,2,"48.8177984988,2.04662335413"
92022,92370,CHAVILLE,HAUTS-DE-SEINE,18.6,329,-0.2443770072958503,0,-0.4436433254573689,2,"48.8076083562,2.19234061062"
94079,94350,VILLIERS-SUR-MARNE,VAL-DE-MARNE,27.3,2093,2.7181122793127392,1,0.0695923758760395,0,"48.8259586165,2.54520483293"
75104,75004,PARIS-4E-ARRONDISSEMENT,PARIS,28.2,218,-0.744550881202585,0,0.10807964679176811,1,"48.854228282,2.35736193814"
78297,78280,GUYANCOURT,YVELINES,28.2,567,-0.12291029821159499,2,0.019118257240513605,2,"48.7730783892,2.07605207737"
78646,78000,VERSAILLES,YVELINES,86.5,743,-0.7013983187555528,0,0.036822009918922885,2,"48.8025669671,2.11789297191"
91021,91290,ARPAJON,ESSONNE,10.4,144,-0.4373614744228973,0,-0.900420297288381,2,"48.5908921647,2.24349117607"
92033,92380,GARCHES,HAUTS-DE-SEINE,18.3,569,0.42894221645929503,2,-0.06804969693603007,2,"48.8450113548,2.18665007789"
92019,92290,CHATENAY-MALABRY,HAUTS-DE-SEINE,32.4,1674,1.4623622823494313,1,-0.21872221566029254,0,"48.7681690197,2.26282598525"
95539,95350,SAINT-BRICE-SOUS-FORET,VAL-D'OISE,14.2,6,-1.1116296832919914,0,-0.7978504097615221,2,"49.0019033624,2.35030688962"
77337,77186,NOISIEL,SEINE-ET-MARNE,15.5,355,0.017575091622185377,2,-0.609764519119314,2,"48.8460926469,2.61997100426"
91692,91940,LES ULIS,ESSONNE,24.7,55,-1.0210054726189521,0,-0.4549097158508218,2,"48.680321482,2.18518955"
91216,91360,EPINAY-SUR-ORGE,ESSONNE,10.1,319,0.4536182505073744,2,-0.7576904792470653,2,"48.672618112,2.31834586071"
